year,reported_month,region_of_origin,region_of_incident,country_of_origin,total_dead_and_missing,cause_of_death,migration_route,location_of_death,source,unsd_geographical_grouping,lat,lon
2022,10,16,12,75,5,15,Afghanistan to Iran,266,1230,15,21.395359,91.890607
2022,9,15,1,104,1,52,US-Mexico border crossing,2491,412,2,16.373979,-94.167482
2022,9,14,1,13,3,15,US-Mexico border crossing,50,662,2,14.072063,-86.315109
2022,8,2,1,85,1,52,US-Mexico border crossing,1999,1218,2,14.885444,-92.294141
2022,9,15,1,104,1,52,US-Mexico border crossing,666,937,2,13.035719,-86.902715
2022,9,14,11,106,1,133,Darien,1613,71,11,4.64376528,-74.063626
2022,7,5,3,49,1,33,Horn of Africa to Yemen crossing,2565,563,4,11.51655392,42.101965
2022,7,5,3,49,1,33,Horn of Africa to Yemen crossing,132,563,4,11.14968912,42.713452
2022,9,5,3,108,1,52,Horn of Africa to Yemen crossing,1293,852,4,12.592792,43.194321
2022,10,15,1,104,1,132,US-Mexico border crossing,1517,503,2,27.991954,-101.181751
2022,10,14,1,106,4,132,US-Mexico border crossing,2395,409,2,13.480507,-87.552927
2022,10,14,1,106,1,133,US-Mexico border crossing,667,361,2,13.116787,-86.995254
2022,10,0,1,27,1,133,US-Mexico border crossing,283,34,2,16.516079,-90.645722
2022,10,14,1,37,1,132,US-Mexico border crossing,464,177,2,11.340239,-84.753496
2022,10,15,1,104,1,33,US-Mexico border crossing,1161,1075,2,28.597482,-100.525162
2022,10,2,1,85,5,132,US-Mexico border crossing,1073,664,2,17.931485,-94.922399
2022,10,14,1,106,1,133,US-Mexico border crossing,795,1153,2,13.065038,-86.954272
2022,10,14,11,11,1,52,Darien,35,193,11,-19.30909301,-68.63316177
2022,10,5,14,49,25,52,Horn of Africa to Yemen crossing,787,23,14,-11.8437,33.7068
2022,10,14,1,106,3,132,US-Mexico border crossing,28,551,2,14.64392901,-92.24443008
2022,10,10,1,104,1,132,US-Mexico border crossing,2285,657,2,20.6571776,-103.3553036
2022,10,6,14,104,4,52,Horn of Africa to Yemen crossing,10,170,14,-11.8437,33.7068
2022,10,14,1,106,3,132,US-Mexico border crossing,28,553,2,14.69201491,-92.153523
2022,10,0,1,27,1,66,Darien,435,351,2,14.05052655,-87.156322
2022,10,14,0,106,13,15,Caribbean to US,456,410,0,10.81662349,-83.524095
2022,10,14,11,11,1,52,Darien,4,835,11,-19.2834942,-68.611533
2022,10,20,5,104,1,33,Central Mediterranean,939,148,17,50.03771896,8.561562
2022,10,5,3,49,1,133,Horn of Africa to Yemen crossing,605,563,4,11.107169,42.360709
2022,10,5,3,49,1,52,Horn of Africa to Yemen crossing,132,563,4,11.14968912,42.713452
2022,11,16,13,82,20,15,Sahara Desert crossing,1473,144,13,16.1254665,95.752965
2022,11,28,18,104,1,133,Syria to Türkiye,2500,682,19,30.46560056,35.177472
2022,10,2,1,54,3,132,US-Mexico border crossing,1620,663,2,16.74925148,-93.15388
2022,11,21,9,104,1,133,Western Mediterranean,742,52,8,35.86474717,-5.363668
2022,11,14,1,37,2,132,US-Mexico border crossing,25,552,2,16.37667539,-95.25025
2022,11,0,1,27,1,52,Darien,1538,201,2,13.67129194,-86.339989
2022,11,2,1,85,1,133,US-Mexico border crossing,1655,214,2,16.29314619,-94.204069
2022,11,14,1,37,9,15,US-Mexico border crossing,1567,839,2,15.855668,-93.867852
2022,11,2,1,54,2,132,US-Mexico border crossing,834,810,2,25.26689818,-99.736873
2022,11,15,11,104,1,33,Darien Gap,1512,152,11,-19.27476219,-68.627754
2022,11,26,1,95,1,52,US-Mexico border crossing,1005,490,2,16.44771543,-95.013826
2022,11,16,13,82,3,132,Sahara Desert crossing,1296,688,13,16.84856041,99.113638
2022,12,2,1,43,2,133,US-Mexico border crossing,1514,105,2,14.58006543,-92.19362755
2022,12,5,14,49,27,132,Sahara Desert crossing,1535,632,4,-15.32071758,28.3668
2022,12,13,5,39,1,33,Central Mediterranean,1518,317,16,46.50730002,11.369182
2022,11,15,11,104,1,133,Darien,1816,465,11,-33.38365067,-70.6959026
2022,12,0,1,27,1,66,Darien,2396,202,2,14.07218905,-85.99733917
2022,11,2,1,78,1,133,US-Mexico border crossing,191,356,2,18.63074122,-92.50048544
2022,12,2,1,43,2,133,US-Mexico border crossing,1515,707,2,14.96303329,-92.14719216
2022,12,0,1,27,2,132,US-Mexico border crossing,1619,1104,2,17.94091865,-94.103286
2022,12,10,1,104,1,0,US-Mexico border crossing,1609,229,2,14.89791734,-92.269847
2022,12,2,1,85,1,15,US-Mexico border crossing,2489,1107,2,18.48015459,-93.684144
2022,12,16,13,82,26,33,Sahara Desert crossing,955,1170,13,6.58880219,97.420474
2022,12,16,13,82,13,132,Sahara Desert crossing,1420,681,13,17.076046,96.180771
2022,12,10,1,104,1,133,US-Mexico border crossing,892,439,2,14.41313892,-88.947878
2022,11,19,13,97,1,133,Sahara Desert crossing,2221,1099,13,10.478864,107.18368
2022,12,22,9,19,7,33,Sahara Desert crossing,2473,113,8,34.538248,-1.812952
2022,12,27,5,104,1,132,Western Mediterranean,772,1140,10,51.154771,-0.177791
2022,12,11,7,33,1,0,Sahara Desert crossing,428,830,7,-7.281746931,20.870162
2022,12,2,1,60,1,66,US-Mexico border crossing,2206,504,2,14.88795918,-92.267514
2022,12,2,1,60,1,52,US-Mexico border crossing,522,268,2,18.85388936,-97.112719
2022,1,15,5,104,1,0,Central Mediterranean,1132,691,20,48.091182,13.874002
2022,3,13,5,80,1,132,Western Balkans,499,1214,6,47.92647,17.123797
2022,12,16,13,82,26,15,Horn of Africa to Yemen crossing,2466,600,13,7.84285225,95.96778059
2022,12,16,13,82,2,15,Horn of Africa to Yemen crossing,1797,614,13,7.466428736,98.30733639
2022,12,16,13,82,13,132,Sahara Desert crossing,1810,615,13,16.98055223,96.09432032
2022,5,19,12,0,1,66,Afghanistan to Iran,804,557,15,37.462861,70.0026756
2022,5,19,12,0,1,132,Afghanistan to Iran,651,557,15,37.1096201,68.9539593
2022,5,19,12,0,1,0,Afghanistan to Iran,2190,557,15,34.9296455,68.8585774
2022,5,19,12,0,1,0,Afghanistan to Iran,1226,557,15,36.7347725,70.8119953
2022,5,19,12,0,1,0,Afghanistan to Iran,1232,557,15,36.0385024,70.1455805
2022,5,19,12,0,1,0,Afghanistan to Iran,483,557,15,33.9702485,68.942762
2022,5,19,12,0,1,0,Afghanistan to Iran,1210,557,15,36.633406,67.3324602
2022,5,19,12,0,1,15,Afghanistan to Iran,1222,557,15,34.9690901,63.1443045
2022,5,19,12,0,1,0,Afghanistan to Iran,1224,557,15,36.6817149,65.7490624
2022,5,19,12,0,1,66,Afghanistan to Iran,2017,557,15,33.1911812,68.089484
2022,5,19,12,0,1,0,Afghanistan to Iran,1217,557,15,35.91784,64.7755147
2022,5,19,12,0,1,133,Afghanistan to Iran,1064,557,15,36.5712949,70.3360691
2022,5,19,12,0,1,0,Afghanistan to Iran,1215,557,15,35.4030708,65.9511993
2022,5,19,12,0,1,132,Afghanistan to Iran,1219,557,15,33.9999375,69.0195316
2022,5,19,12,0,1,132,Afghanistan to Iran,1204,557,15,34.0145518,69.1923916
2022,5,19,12,0,1,132,Afghanistan to Iran,806,557,15,34.3513494,68.2385339
2022,5,19,12,0,1,132,Afghanistan to Iran,1683,557,15,34.6672527,70.2117178
2022,5,19,12,0,1,66,Afghanistan to Iran,478,557,15,35.59316716,64.107853
2022,5,19,12,0,1,66,Afghanistan to Iran,1200,557,15,35.8570013,64.5503376
2022,5,19,12,0,1,132,Afghanistan to Iran,1201,557,15,36.9549975,65.1254488
2022,5,19,12,0,1,15,Afghanistan to Iran,1684,557,15,32.1918782,67.1894488
2022,5,19,12,0,1,15,Afghanistan to Iran,1230,557,15,34.0739472,63.6750562
2022,5,19,12,0,1,15,Afghanistan to Iran,1702,557,15,35.6707473,66.0463534
2022,5,19,12,0,1,132,Afghanistan to Iran,2555,557,15,33.3338472,69.9371673
2022,5,19,12,0,1,66,Afghanistan to Iran,2028,557,15,33.1792764,63.7695384
2022,5,19,12,0,1,0,Afghanistan to Iran,1220,557,15,35.9438023,68.7095356
2022,5,19,12,0,1,132,Afghanistan to Iran,1063,557,15,32.495328,62.2626627
2022,5,19,12,0,1,132,Afghanistan to Iran,1031,557,15,32.6898446,62.7323884
2022,5,19,12,0,1,132,Afghanistan to Iran,1209,557,15,34.557369,65.7662579
2022,5,19,12,0,1,132,Afghanistan to Iran,673,557,15,36.0211404,65.7609502
2022,5,19,12,0,1,15,Afghanistan to Iran,571,557,15,36.8909158,67.1894488
2022,5,19,12,0,1,132,Afghanistan to Iran,485,557,15,34.0995776,64.905955
2022,5,19,12,0,1,133,Afghanistan to Iran,1745,557,15,37.1228583,69.1581192
2022,5,19,12,0,1,0,Afghanistan to Iran,95,557,15,37.2658152,70.5264934
2022,5,19,12,0,1,0,Afghanistan to Iran,2025,557,15,35.598206,64.7636592
2022,5,19,12,0,1,132,Afghanistan to Iran,2050,557,15,35.6920597,64.2957393
2022,5,19,12,0,1,66,Afghanistan to Iran,555,557,15,35.596931,68.904419
2022,5,19,12,0,1,66,Afghanistan to Iran,550,557,15,32.2222824,62.1688572
2022,5,19,12,0,1,66,Afghanistan to Iran,2016,557,15,32.8840511,67.9046703
2022,6,19,12,0,1,0,Afghanistan to Iran,986,557,15,35.0146345,69.6929488
2022,6,19,12,0,1,66,Afghanistan to Iran,1223,557,15,34.016449,64.5266446
2022,6,19,12,0,1,0,Afghanistan to Iran,1988,557,15,35.0107648,69.1625896
2022,6,19,12,0,1,132,Afghanistan to Iran,1197,557,15,36.681449,69.1149051
2022,6,19,12,0,1,15,Afghanistan to Iran,2577,557,15,32.495328,62.2626627
2022,6,19,12,0,1,133,Afghanistan to Iran,2033,557,15,36.7338782,69.5394189
2022,6,19,12,0,1,66,Afghanistan to Iran,1269,557,15,32.2645386,68.5247149
2022,6,19,12,0,1,66,Afghanistan to Iran,2208,557,15,36.0385024,70.1455805
2022,6,19,12,0,1,133,Afghanistan to Iran,535,557,15,31.00184317,61.810686
2022,6,19,12,0,1,15,Afghanistan to Iran,786,557,15,35.598206,64.7636592
2022,6,19,12,0,1,132,Afghanistan to Iran,269,557,15,36.421352,64.895788
2022,6,19,12,0,1,66,Afghanistan to Iran,470,557,15,36.71020528,67.078234
2022,6,19,12,0,1,133,Afghanistan to Iran,475,557,15,33.669495,66.0463534
2022,6,19,12,0,1,15,Afghanistan to Iran,2556,557,15,33.4497069,64.295166
2022,6,19,12,0,1,66,Afghanistan to Iran,594,557,15,35.9342334,64.6214281
2022,6,19,12,0,1,15,Afghanistan to Iran,1994,557,15,36.9625345,68.5783733
2022,6,19,12,0,1,15,Afghanistan to Iran,1125,557,15,35.0779107,62.8735247
2022,6,19,12,0,1,0,Afghanistan to Iran,1130,557,15,36.989565,69.6083515
2022,6,19,12,0,1,15,Afghanistan to Iran,1185,557,15,34.472681,68.6678026
2022,6,19,12,0,1,133,Afghanistan to Iran,783,557,15,34.0995776,64.905955
2022,6,19,12,0,1,132,Afghanistan to Iran,1267,557,15,37.1228583,69.1581192
2022,6,19,12,0,1,66,Afghanistan to Iran,538,557,15,34.6232991,66.6831418
2022,6,19,12,0,1,132,Afghanistan to Iran,1743,557,15,36.5997415,68.8634992
2022,6,19,12,0,1,132,Afghanistan to Iran,553,557,15,34.9630977,68.8108849
2022,6,19,12,0,1,132,Afghanistan to Iran,1234,557,15,34.7,70.15
2022,6,19,12,0,1,132,Afghanistan to Iran,2512,557,15,35.5646007,64.4318916
2022,6,19,12,0,1,0,Afghanistan to Iran,2059,557,15,36.4125443,64.8940946
2022,6,19,12,0,1,132,Afghanistan to Iran,2225,557,15,36.6698013,69.4784541
2022,6,19,12,0,1,0,Afghanistan to Iran,236,557,15,36.2437312,64.854728
2022,6,19,12,0,1,132,Afghanistan to Iran,1134,557,15,34.9810572,69.6214562
2022,6,19,12,0,1,0,Afghanistan to Iran,2087,557,15,36.9842388,67.0464591
2022,6,19,12,0,1,0,Afghanistan to Iran,570,557,15,34.8550848,63.4862036
2022,6,19,12,0,1,66,Afghanistan to Iran,536,557,15,35.766514,65.425983
2022,6,19,12,0,1,132,Afghanistan to Iran,1058,557,15,33.316667,68.45
2022,6,19,12,0,1,15,Afghanistan to Iran,680,557,15,32.659576,62.11441
2022,6,19,12,0,1,66,Afghanistan to Iran,2040,557,15,34.9301023,69.6929488
2022,6,19,12,0,1,15,Afghanistan to Iran,2219,557,15,37.414099,70.1932084
2022,6,19,12,0,1,132,Afghanistan to Iran,22,557,15,35.8042947,69.2877535
2022,6,19,12,0,1,133,Afghanistan to Iran,569,557,15,34.08218,70.667035
2022,6,19,12,0,1,52,Afghanistan to Iran,168,557,15,33.4982289,67.7615983
2022,6,19,12,0,1,132,Afghanistan to Iran,1212,557,15,34.4,69.483333
2022,6,19,12,0,1,66,Afghanistan to Iran,63,557,15,35.00272862,69.824974
2022,6,19,12,0,1,0,Afghanistan to Iran,1190,557,15,35.91784,64.7755147
2022,6,19,12,0,1,66,Afghanistan to Iran,1044,557,15,36.7347725,70.8119953
2022,6,19,12,0,1,132,Afghanistan to Iran,229,557,15,34.9296455,68.8585774
2022,6,19,12,0,1,132,Afghanistan to Iran,1740,557,15,34.6672527,70.2117178
2022,6,19,12,0,1,66,Afghanistan to Iran,2053,557,15,36.0534598,69.1089444
2022,6,19,12,0,1,132,Afghanistan to Iran,101,557,15,35.36402705,63.171688
2022,6,19,12,0,1,132,Afghanistan to Iran,1867,557,15,36.8909158,67.1894488
2022,6,19,12,0,1,132,Afghanistan to Iran,222,557,15,35.90010034,64.4833
2022,6,19,12,0,1,0,Afghanistan to Iran,2026,557,15,36.4745388,66.9511459
2022,7,19,12,0,1,132,Afghanistan to Iran,1251,557,15,32.7407886,67.6244982
2022,7,19,12,0,1,66,Afghanistan to Iran,1747,557,15,35.9342334,64.6214281
2022,7,19,12,0,1,66,Afghanistan to Iran,1354,557,15,35.6920597,64.2957393
2022,7,19,12,0,1,15,Afghanistan to Iran,291,557,15,36.8969692,65.6658568
2022,7,19,12,0,1,132,Afghanistan to Iran,2027,557,15,37.1091948,69.9193004
2022,7,19,12,0,1,66,Afghanistan to Iran,1055,557,15,35.598206,64.7636592
2022,7,19,12,0,1,66,Afghanistan to Iran,856,557,15,36.8909158,67.1894488
2022,7,19,12,0,1,15,Afghanistan to Iran,1214,557,15,35.0146345,69.6929488
2022,7,19,12,0,1,66,Afghanistan to Iran,243,557,15,34.9785593,70.0979491
2022,7,19,12,0,1,132,Afghanistan to Iran,1529,557,15,36.9842388,67.0464591
2022,7,19,12,0,1,66,Afghanistan to Iran,560,557,15,34.4737998,69.1447081
2022,7,19,12,0,1,66,Afghanistan to Iran,2543,557,15,35.9348834,68.8585774
2022,7,19,12,0,1,132,Afghanistan to Iran,1695,557,15,33.7969439,68.9345852
2022,7,19,12,0,1,133,Afghanistan to Iran,2062,557,15,34.1984231,65.7609502
2022,7,19,12,0,1,66,Afghanistan to Iran,2056,557,15,35.6707473,66.0463534
2022,7,19,12,0,1,66,Afghanistan to Iran,270,557,15,36.421352,64.895788
2022,7,19,12,0,1,0,Afghanistan to Iran,471,557,15,35.03551486,70.083791
2022,7,19,12,0,1,66,Afghanistan to Iran,1216,557,15,34.9301023,69.6929488
2022,7,19,12,0,1,133,Afghanistan to Iran,242,557,15,31.76147,64.6214281
2022,7,19,12,0,1,132,Afghanistan to Iran,1233,557,15,34.031203,68.5724112
2022,7,19,12,0,1,132,Afghanistan to Iran,1093,557,15,32.2222824,62.1688572
2022,7,19,12,0,1,132,Afghanistan to Iran,219,557,15,36.6817149,65.7490624
2022,7,19,12,0,1,133,Afghanistan to Iran,231,557,15,32.851768,68.454987
2022,7,19,12,0,1,15,Afghanistan to Iran,792,557,15,35.9530334,66.4241739
2022,7,19,12,0,1,0,Afghanistan to Iran,1751,557,15,35.6827688,65.5232577
2022,7,19,12,0,1,66,Afghanistan to Iran,1225,557,15,36.2382799,64.8644455
2022,7,19,12,0,1,133,Afghanistan to Iran,124,557,15,35.8523575,66.5223902
2022,7,19,12,0,1,132,Afghanistan to Iran,1736,557,15,36.5272858,69.5350617
2022,7,19,12,0,1,132,Afghanistan to Iran,1271,557,15,34.7952568,69.5261238
2022,7,19,12,0,1,66,Afghanistan to Iran,1206,557,15,36.6698013,69.4784541
2022,7,19,12,0,1,15,Afghanistan to Iran,2055,557,15,33.5342346,65.0008536
2022,7,19,12,0,1,15,Afghanistan to Iran,1183,557,15,32.4026685,67.8569785
2022,7,19,12,0,1,66,Afghanistan to Iran,232,557,15,33.43882472,66.247899
2022,7,19,12,0,1,132,Afghanistan to Iran,1202,557,15,36.7550603,66.8975372
2022,7,19,12,0,1,66,Afghanistan to Iran,482,557,15,34.9296455,68.8585774
2022,7,19,12,0,1,66,Afghanistan to Iran,1869,557,15,34.6313402,69.7182676
2022,7,19,12,0,1,0,Afghanistan to Iran,780,557,15,34.08218,70.667035
2022,8,19,12,0,1,66,Afghanistan to Iran,1221,557,15,34.8550848,63.4862036
2022,8,19,12,0,1,132,Afghanistan to Iran,244,557,15,35.9438023,68.7095356
2022,8,19,12,0,1,132,Afghanistan to Iran,225,557,15,35.65226538,65.496476
2022,8,19,12,0,1,66,Afghanistan to Iran,1057,557,15,35.4030708,65.9511993
2022,8,19,12,0,1,132,Afghanistan to Iran,1355,557,15,34.9810572,69.6214562
2022,8,19,12,0,1,0,Afghanistan to Iran,2247,557,15,36.8680225,70.380288
2022,8,19,12,0,1,0,Afghanistan to Iran,1043,557,15,37.414099,70.1932084
2022,8,19,12,0,1,132,Afghanistan to Iran,1940,557,15,33.5342346,65.0008536
2022,8,19,12,0,1,33,Afghanistan to Iran,1229,557,15,36.7338782,69.5394189
2022,8,19,12,0,1,132,Afghanistan to Iran,730,557,15,36.6357455,70.7168469
2022,8,19,12,0,1,66,Afghanistan to Iran,1352,557,15,36.5997415,68.8634992
2022,8,19,12,0,1,66,Afghanistan to Iran,1208,557,15,34.9785593,70.0979491
2022,8,19,12,0,1,66,Afghanistan to Iran,142,557,15,35.6707473,66.0463534
2022,8,19,12,0,1,52,Afghanistan to Iran,568,557,15,35.6827688,65.5232577
2022,8,19,12,0,1,66,Afghanistan to Iran,1142,557,15,35.537033,66.720856
2022,8,19,12,0,1,132,Afghanistan to Iran,1121,557,15,32.8840511,67.9046703
2022,8,19,12,0,1,132,Afghanistan to Iran,1343,557,15,34.4283529,70.4578019
2022,8,19,12,0,1,52,Afghanistan to Iran,779,557,15,36.2382799,64.8644455
2022,8,19,12,0,1,66,Afghanistan to Iran,784,557,15,35.6920597,64.2957393
2022,8,19,12,0,1,132,Afghanistan to Iran,212,557,15,32.1918782,67.1894488
2022,8,19,12,0,1,0,Afghanistan to Iran,539,557,15,33.5198781,64.4170893
2022,8,19,12,0,1,132,Afghanistan to Iran,650,557,15,37.1091948,69.9193004
2022,8,19,12,0,1,15,Afghanistan to Iran,2511,557,15,35.1158132,69.0731799
2022,8,19,12,0,1,66,Afghanistan to Iran,1054,557,15,35.91784,64.7755147
2022,8,19,12,0,1,66,Afghanistan to Iran,2039,557,15,36.216628,65.93336
2022,8,19,12,0,1,66,Afghanistan to Iran,985,557,15,36.4125443,64.8940946
2022,8,19,12,0,1,132,Afghanistan to Iran,271,557,15,31.76147,64.6214281
2022,8,19,12,0,1,133,Afghanistan to Iran,1342,557,15,34.1768743,61.700565
2022,8,19,12,0,1,132,Afghanistan to Iran,2530,557,15,33.8629813,65.7609502
2022,8,19,12,0,1,0,Afghanistan to Iran,1028,557,15,36.7347725,70.8119953
2022,8,19,12,0,1,132,Afghanistan to Iran,1992,557,15,34.7,70.15
2022,8,19,12,0,1,66,Afghanistan to Iran,1260,557,15,36.4025456,69.1447081
2022,8,19,12,0,1,132,Afghanistan to Iran,233,557,15,31.517771,64.114227
2022,8,19,12,0,1,133,Afghanistan to Iran,1337,557,15,34.4737998,69.1447081
2022,8,19,12,0,1,52,Afghanistan to Iran,1060,557,15,35.8791637,63.6750562
2022,8,19,12,0,1,66,Afghanistan to Iran,1059,557,15,35.3121668,69.5152525
2022,8,19,12,0,1,132,Afghanistan to Iran,1203,557,15,34.8100067,67.8212104
2022,8,19,12,0,1,132,Afghanistan to Iran,2036,557,15,34.8462753,69.2162327
2022,8,19,12,0,1,132,Afghanistan to Iran,81,557,15,34.9296455,68.8585774
2022,8,19,12,0,1,52,Afghanistan to Iran,2058,557,15,36.6698013,69.4784541
2022,8,19,12,0,1,0,Afghanistan to Iran,1106,557,15,37.1853959,67.719871
2022,8,19,12,0,1,132,Afghanistan to Iran,1547,557,15,31.132511,64.212898
2022,8,19,12,0,1,132,Afghanistan to Iran,161,557,15,33.4096584,65.8085049
2022,8,19,12,0,1,66,Afghanistan to Iran,1698,557,15,36.0211404,65.7609502
2022,8,19,12,0,1,133,Afghanistan to Iran,2195,557,15,33.669495,66.0463534
2022,8,19,12,0,1,66,Afghanistan to Iran,2602,557,15,36.5054786,69.9550338
2022,8,19,12,0,1,66,Afghanistan to Iran,2086,557,15,35.0021932,71.4061876
2022,9,19,12,0,1,0,Afghanistan to Iran,1207,557,15,37.462861,70.0026756
2022,9,19,12,0,1,132,Afghanistan to Iran,984,557,15,32.983333,67.966667
2022,9,19,12,0,1,132,Afghanistan to Iran,566,557,15,32.495328,62.2626627
2022,9,19,12,0,1,52,Afghanistan to Iran,60,557,15,33.69136104,63.862681
2022,9,19,12,0,1,133,Afghanistan to Iran,2015,557,15,34.0739472,63.6750562
2022,9,19,12,0,1,66,Afghanistan to Iran,1992,557,15,34.7,70.15
2022,9,19,12,0,1,0,Afghanistan to Iran,125,557,15,36.4206487,69.35927
2022,9,19,12,0,1,132,Afghanistan to Iran,1092,557,15,35.1671339,63.7695384
2022,9,19,12,0,1,132,Afghanistan to Iran,476,557,15,34.2631487,70.78821
2022,9,19,12,0,1,132,Afghanistan to Iran,94,557,15,36.8909158,67.1894488
2022,9,19,12,0,1,52,Afghanistan to Iran,720,557,15,35.8570013,64.5503376
2022,9,19,12,0,1,66,Afghanistan to Iran,995,557,15,32.659576,62.11441
2022,9,19,12,0,1,132,Afghanistan to Iran,1742,557,15,36.5712949,70.3360691
2022,9,19,12,0,1,66,Afghanistan to Iran,148,557,15,35.37289264,63.012006
2022,9,19,12,0,1,66,Afghanistan to Iran,2552,557,15,36.2382799,64.8644455
2022,9,19,12,0,1,132,Afghanistan to Iran,1068,557,15,36.0534598,69.1089444
2022,9,19,12,0,1,52,Afghanistan to Iran,1252,557,15,36.8969692,65.6658568
2022,9,19,12,0,1,132,Afghanistan to Iran,1560,557,15,32.8840511,67.9046703
2022,9,19,12,0,1,132,Afghanistan to Iran,782,557,15,34.8550848,63.4862036
2022,9,19,12,0,1,132,Afghanistan to Iran,2536,557,15,36.633406,67.3324602
2022,9,19,12,0,1,132,Afghanistan to Iran,487,557,15,34.9630977,68.8108849
2022,9,19,12,0,1,66,Afghanistan to Iran,2088,557,15,35.598206,64.7636592
2022,9,19,12,0,1,132,Afghanistan to Iran,537,557,15,36.5054786,69.9550338
2022,9,19,12,0,1,132,Afghanistan to Iran,1262,557,15,32.7407886,67.6244982
2022,9,19,12,0,1,66,Afghanistan to Iran,473,557,15,32.2222824,62.1688572
2022,9,19,12,0,1,0,Afghanistan to Iran,2197,557,15,36.9842388,67.0464591
2022,9,19,12,0,1,52,Afghanistan to Iran,747,557,15,35.91784,64.7755147
2022,9,19,12,0,1,52,Afghanistan to Iran,1685,557,15,35.6827688,65.5232577
2022,9,19,12,0,1,52,Afghanistan to Iran,1744,557,15,35.10124958,69.550497
2022,9,19,12,0,1,33,Afghanistan to Iran,213,557,15,35.8523575,66.5223902
2022,9,19,12,0,1,66,Afghanistan to Iran,2403,557,15,33.93911,67.709953
2022,9,19,12,0,1,132,Afghanistan to Iran,2209,557,15,35.6707473,66.0463534
2022,9,19,12,0,1,132,Afghanistan to Iran,261,557,15,34.2157771,71.0260046
