year,reported_month,region_of_origin,region_of_incident,country_of_origin,total_dead_and_missing,cause_of_death,migration_route,location_of_death,source,unsd_geographical_grouping,lat,lon
2021,6,20,18,104,3,133,Iran to Türkiye,274,617,19,37.97424245,42.64689044
2021,6,2,1,85,1,132,US-Mexico border crossing,1638,705,2,17.17872459,-93.57205686
2021,6,10,1,104,1,132,US-Mexico border crossing,957,999,2,19.57885023,-98.31507222
2021,6,2,1,60,1,66,US-Mexico border crossing,519,843,2,19.41460771,-98.13470713
2021,6,2,1,60,1,133,US-Mexico border crossing,1623,635,2,17.92067186,-94.9330168
2021,7,5,3,49,1,33,Horn of Africa to Yemen crossing,848,562,4,11.3092574,42.92740692
2021,6,6,3,104,1,133,Horn of Africa to Yemen crossing,339,609,4,8.397944801,47.93776988
2021,7,14,11,106,1,33,Western Africa / Atlantic route to the Canary Islands,1689,390,11,19.2683361,-68.63540398
2021,7,14,11,106,3,133,Darien,1625,651,11,4.212583373,-74.99532582
2021,7,2,1,60,1,132,US-Mexico border crossing,1648,1197,2,19.17897262,-97.90315729
2021,7,14,11,21,1,133,Darien Gap,2527,181,11,11.01191444,-74.81761458
2021,6,2,1,60,1,132,US-Mexico border crossing,1644,843,2,18.11252672,-95.45622108
2021,6,19,11,8,15,15,Darien,922,913,11,9.038525113,-76.33946531
2021,7,14,11,106,1,133,Darien Gap,1115,348,11,11.51977308,-72.8986871
2021,3,2,1,54,1,52,US-Mexico border crossing,1135,987,2,15.66661553,-91.99639232
2021,8,2,1,85,1,133,US-Mexico border crossing,1531,843,2,14.865967,-92.310651
2021,8,26,5,56,1,15,Western Mediterranean,330,648,16,43.342171,-1.771777
2021,8,10,1,104,1,133,US-Mexico border crossing,2078,488,2,16.24278829,-92.34873761
2021,6,0,0,27,7,52,Caribbean to US,964,200,17,18.46615079,-83.56022847
2021,8,14,11,106,1,133,Darien,953,329,11,0.814798535,-77.66457573
2021,7,14,11,106,1,133,Darien,664,453,11,0.923706344,-77.72794854
2021,8,2,1,85,2,133,US-Mexico border crossing,1532,844,2,14.87556229,-92.30682011
2021,8,26,9,87,6,33,Sahara Desert crossing,2231,616,8,33.7446278,7.598138815
2021,7,14,11,106,1,133,Darien,204,923,11,7.906213174,-72.49843797
2021,8,2,1,60,1,133,US-Mexico border crossing,1608,229,2,14.89881277,-92.26885475
2021,8,19,12,0,7,53,Afghanistan to Iran,807,972,15,34.56611006,69.21110283
2021,8,16,12,82,22,15,Afghanistan to Iran,23,264,17,22.36728953,91.56243922
2021,8,16,13,15,3,132,Afghanistan to Iran,1280,1048,13,13.9320984,102.7314177
2021,8,0,0,27,1,15,Caribbean to US,120,806,17,22.50184402,-89.73528634
2021,7,28,9,100,1,132,Sahara Desert crossing,2522,456,8,24.79530743,34.50681773
2021,8,13,9,39,7,132,Sahara Desert crossing,2519,61,8,31.09968359,21.41265403
2021,8,13,9,42,8,52,Sahara Desert crossing,53,786,8,28.60508642,15.76760457
2021,8,19,5,0,1,0,Western Mediterranean,194,1123,10,53.3853869,-1.461051509
2021,8,0,11,59,1,52,Darien,440,1054,11,3.465696606,-76.52190059
2021,8,14,11,106,1,132,Darien,1730,730,11,7.403576138,-79.55944378
2021,8,14,11,59,1,133,Darien,454,437,11,3.155459107,-76.27819571
2021,8,10,1,104,1,132,US-Mexico border crossing,156,1192,2,20.25411641,-99.65827089
2021,8,13,9,39,6,132,Sahara Desert crossing,2520,791,8,32.26128403,22.66336716
2021,9,19,5,0,2,0,Central Mediterranean,184,648,6,51.96406396,21.01384333
2021,9,19,12,0,4,0,Afghanistan to Iran,2094,876,15,30.95548799,66.43793571
2021,8,19,12,0,167,133,Afghanistan to Iran,1672,103,15,34.56611006,69.21110283
2021,8,14,11,106,1,33,Western Africa / Atlantic route to the Canary Islands,74,1084,11,19.26628699,-68.65004072
2021,8,0,11,59,1,33,Darien,1607,321,11,17.96096906,-67.10421332
2021,7,0,11,59,2,132,Darien,610,1096,11,18.11522379,-70.31819296
2021,9,0,11,59,1,66,Darien,2013,328,11,8.421518484,-76.77170931
2021,9,0,11,34,1,52,Darien,1425,334,11,19.27555673,-68.64949272
2021,9,0,11,59,2,66,Darien,2012,1003,11,8.421518484,-76.77170931
2021,9,10,1,104,1,133,US-Mexico border crossing,1285,53,2,18.66941056,-96.80619775
2021,6,2,1,60,1,133,US-Mexico border crossing,1309,444,2,19.60223231,-98.13436917
2021,9,0,1,59,1,132,US-Mexico border crossing,944,1195,2,17.88790637,-94.10003215
2021,9,13,9,39,1,133,Sahara Desert crossing,1815,588,17,31.608292,25.04876311
2021,9,5,3,49,1,33,Horn of Africa to Yemen crossing,849,562,4,11.30897542,42.92694215
2021,9,5,3,49,1,133,Horn of Africa to Yemen crossing,604,562,4,11.10622088,42.37198843
2021,1,14,11,106,1,15,Darien,1690,742,11,7.927093887,-72.48386771
2021,10,23,9,104,6,133,Sahara Desert crossing,632,591,8,32.84714274,13.09796326
2021,10,16,13,64,2,15,Afghanistan to Iran,347,1147,13,2.749127,101.442773
2021,9,14,11,106,2,133,Darien,2392,652,11,7.818407903,-72.45051915
2021,10,2,1,60,1,15,US-Mexico border crossing,417,14,2,17.87144182,-94.08377362
2021,9,0,1,59,1,66,US-Mexico border crossing,516,396,2,14.90552517,-92.27643836
2021,10,0,1,59,1,66,US-Mexico border crossing,517,286,2,14.89209249,-92.27164504
2021,8,0,1,59,1,66,US-Mexico border crossing,1162,286,2,14.84828171,-92.26758108
2021,8,0,1,59,1,66,US-Mexico border crossing,523,286,2,14.88270192,-92.27015248
2021,9,0,1,59,1,66,US-Mexico border crossing,515,396,2,14.88847072,-92.2415665
2021,9,0,1,59,1,132,US-Mexico border crossing,887,930,2,17.81849621,-93.38702213
2021,9,2,1,60,1,133,US-Mexico border crossing,518,279,2,14.67595994,-92.15780891
2021,9,0,1,27,4,132,US-Mexico border crossing,1635,360,2,18.38365176,-95.89020485
2021,9,14,11,106,1,15,Darien,1830,723,11,7.834481503,-72.52091326
2021,9,14,11,106,1,133,Darien,655,400,11,2.111220199,-76.99031747
2021,9,0,11,59,1,133,Darien,1528,437,11,8.42559721,-76.78843371
2021,9,2,1,78,1,132,US-Mexico border crossing,501,754,2,20.24648794,-99.65855382
2021,10,13,5,4,3,132,Western Mediterranean,2260,121,20,43.38111137,-1.667733057
2021,10,13,9,99,1,133,Afghanistan to Iran,879,1168,8,32.87954424,13.19048079
2021,10,23,5,104,2,132,Central Mediterranean,1796,123,20,47.770183,16.618461
2021,9,14,11,106,2,133,Western Africa / Atlantic route to the Canary Islands,457,982,11,10.92713249,-74.7715589
2021,10,0,11,59,1,33,Darien,534,750,11,-19.46261815,-68.9278447
2021,10,23,11,104,1,33,Western Africa / Atlantic route to the Canary Islands,1993,1086,11,-19.35990038,-68.51905211
2021,10,14,11,106,1,66,Darien,579,151,11,-19.26246544,-68.61877068
2021,10,1,11,104,3,15,Darien,437,700,11,8.673331633,-77.35773355
2021,10,10,1,104,1,133,US-Mexico border crossing,609,1093,2,17.48257635,-91.4269431
2021,10,2,1,85,1,132,US-Mexico border crossing,192,643,2,18.01419815,-94.44612976
2021,10,19,5,90,1,132,Central Mediterranean,1026,576,16,40.653065,22.838376
2021,10,23,9,104,3,52,Sahara Desert crossing,1806,787,8,29.495425,16.20458975
2021,10,14,11,11,1,33,Darien,13,274,11,-19.2816281,-68.62696388
2021,10,2,1,54,1,66,US-Mexico border crossing,1140,215,2,25.56016093,-103.5074903
2021,10,26,9,95,1,52,Western Africa / Atlantic route to the Canary Islands,1814,891,8,35.2035803,-2.925599336
2021,10,0,1,27,1,133,US-Mexico border crossing,1709,514,2,15.690987,-93.200506
2021,10,14,11,106,1,66,Darien,12,1085,11,-19.28207463,-68.62450408
2021,10,0,1,59,1,133,US-Mexico border crossing,2103,287,2,14.75173302,-92.17226187
2021,10,0,1,59,1,15,US-Mexico border crossing,1928,449,2,14.91650449,-92.26968693
2021,11,19,12,0,4,0,Afghanistan to Iran,2093,556,15,30.956002,66.434977
2021,11,16,13,15,5,132,Afghanistan to Iran,1277,78,13,13.384507,102.126183
2021,11,19,12,0,4,133,Afghanistan to Iran,1242,502,15,36.700212,67.087198
2021,10,10,1,104,1,133,US-Mexico border crossing,652,513,2,15.62888275,-93.16560796
2021,11,14,11,106,1,66,Darien,2230,1007,11,-19.28207854,-68.62362488
2021,11,10,1,104,12,132,US-Mexico border crossing,842,1070,2,17.72355831,-92.01214329
2021,2,14,11,106,1,133,Darien,1519,290,11,5.7317573,-71.99683732
2021,10,5,3,49,1,33,Horn of Africa to Yemen crossing,1872,609,4,9.970011854,43.4281849
2021,11,22,5,104,1,15,Western Mediterranean,329,674,16,43.295348,-1.729753755
2021,10,14,11,106,1,15,Darien,2410,1022,11,7.916321729,-72.4623122
2021,11,14,11,106,1,15,Darien Gap,1787,352,11,11.32255621,-72.61491778
2021,11,14,11,106,4,0,Darien Gap,203,829,11,-35.43270714,-71.66583546
2021,11,15,11,104,1,132,Darien Gap,178,182,11,7.267182998,-73.15006879
2021,11,0,0,59,7,15,Caribbean to US,2540,1164,0,21.882519,-72.333389
2021,11,16,13,82,3,132,Sahara Desert crossing,1278,138,13,16.700986,99.24197
2021,12,10,11,104,1,52,Darien,512,1079,11,-19.27003028,-68.62313648
2021,11,28,5,66,1,52,Central Mediterranean,937,858,20,52.01261075,14.72493172
2021,10,28,5,66,1,52,Central Mediterranean,902,161,20,51.20999235,14.93870326
2021,11,5,3,49,1,133,Horn of Africa to Yemen crossing,424,302,4,9.527325663,45.55266379
2021,12,10,1,35,56,132,US-Mexico border crossing,629,668,2,16.74885049,-93.07477435
2021,12,27,17,104,23,133,Sahara Desert crossing,785,27,18,13.23329457,6.728968406
2021,12,16,13,82,3,132,Sahara Desert crossing,171,1131,13,14.591986,100.500401
2021,12,23,5,104,1,132,Eastern Mediterranean,643,577,16,40.96188,24.402181
2021,12,16,12,82,1,66,Sahara Desert crossing,474,265,15,22.64824868,91.1093487
2021,12,16,13,64,37,15,Afghanistan to Iran,1597,1138,13,1.627482545,104.3150323
2021,11,13,9,39,1,132,Sahara Desert crossing,2521,174,8,31.39332143,22.28870139
2021,12,21,9,104,2,33,Sahara Desert crossing,1802,529,8,34.51930268,-1.843305943
2021,12,16,13,64,22,15,Afghanistan to Iran,1593,91,13,3.449626614,100.9802045
2021,12,14,11,106,1,15,Darien Gap,1003,683,11,-3.256664171,-79.873646
2021,12,14,11,92,1,66,Darien,511,375,11,-19.27489006,-68.64026
2021,12,26,9,56,2,52,Sahara Desert crossing,2252,132,8,33.01479981,12.54897854
2021,1,2,1,54,1,133,US-Mexico border crossing,2224,669,2,17.47226562,-91.42500125
2021,1,2,1,60,1,132,US-Mexico border crossing,976,669,2,16.57222643,-95.10682307
2021,2,2,1,60,1,52,US-Mexico border crossing,2409,669,2,16.75154107,-93.10309024
2021,2,2,1,54,1,0,US-Mexico border crossing,2206,669,2,14.90657249,-92.26359259
2021,2,2,1,60,1,0,US-Mexico border crossing,2224,669,2,17.47146346,-91.42477594
2021,4,2,1,60,1,66,US-Mexico border crossing,2206,669,2,14.90657249,-92.26359259
2021,4,10,1,104,2,133,US-Mexico border crossing,1756,669,2,17.47654794,-91.40864085
2021,5,2,1,54,3,133,US-Mexico border crossing,525,669,2,16.24365608,-92.12384666
2021,5,0,1,59,1,66,US-Mexico border crossing,2206,669,2,14.90657249,-92.26359259
2021,6,2,1,43,1,133,US-Mexico border crossing,2224,669,2,17.47146346,-91.42477594
2021,7,2,1,85,1,52,US-Mexico border crossing,976,669,2,16.54858089,-95.10283759
2021,8,0,1,59,2,66,US-Mexico border crossing,2206,669,2,14.90657249,-92.26359259
2021,8,0,1,59,1,52,US-Mexico border crossing,976,669,2,16.54858089,-95.10283759
2021,10,2,1,60,2,132,US-Mexico border crossing,2409,669,2,16.75154107,-93.10309024
2021,10,2,1,60,1,66,US-Mexico border crossing,2409,669,2,16.77257029,-93.10414336
2021,11,10,1,104,1,66,US-Mexico border crossing,492,669,2,31.74643378,-106.4874159
2021,3,2,1,78,1,133,US-Mexico border crossing,1292,211,2,15.27997093,-92.230875
2021,8,19,12,0,2,133,Afghanistan to Iran,2250,118,15,34.12307543,71.093645
2021,12,16,13,82,1,66,Sahara Desert crossing,73,580,13,8.57402039,95.833455
2021,12,27,9,104,4,33,Sahara Desert crossing,400,596,8,36.07023884,4.761893153
2021,7,27,9,104,22,132,Sahara Desert crossing,400,596,8,36.07023884,4.761893153
2021,9,27,9,104,3,33,Sahara Desert crossing,400,596,8,36.07023884,4.761893153
2021,10,27,9,104,1,133,Sahara Desert crossing,400,596,8,36.07023884,4.761893153
2021,12,27,9,104,3,132,Sahara Desert crossing,400,596,8,36.07023884,4.761893153
2021,12,27,9,104,1,132,Sahara Desert crossing,150,596,8,36.95282983,7.768077993
2021,12,22,9,104,3,52,Sahara Desert crossing,611,602,8,36.71119108,2.817829928
2021,11,22,9,104,2,133,Sahara Desert crossing,2389,602,8,32.89071987,13.19425803
2021,11,22,9,104,14,133,Sahara Desert crossing,2584,604,8,32.93942512,12.08592631
2021,8,13,9,99,1,52,Sahara Desert crossing,1312,587,8,31.608192,25.04978
2021,11,13,9,101,3,132,Sahara Desert crossing,141,587,8,32.060497,12.392691
2021,11,13,9,39,1,66,Sahara Desert crossing,1312,587,8,31.614556,25.049695
2021,10,13,9,99,1,132,Sahara Desert crossing,1627,587,8,32.3667658,15.01840925
2021,11,21,9,104,1,132,Sahara Desert crossing,413,587,8,27.55323146,14.26638654
2021,10,19,12,0,1,133,Afghanistan to Iran,1029,557,15,35.4030708,65.951199
2021,11,19,12,0,1,66,Afghanistan to Iran,2079,557,15,35.4030708,65.951199
2021,12,19,12,0,1,132,Afghanistan to Iran,1207,557,15,37.462861,70.002676
2021,12,19,12,0,1,132,Afghanistan to Iran,682,557,15,36.7347725,70.811995
2021,12,19,12,0,1,15,Afghanistan to Iran,1738,557,15,34.6897687,70.145581
2021,11,22,17,104,3,132,Sahara Desert crossing,803,602,18,12.63559614,9.385638472
2021,10,22,9,104,2,133,Sahara Desert crossing,109,602,8,32.75869798,21.73931047
2022,1,18,14,109,6,15,Sahara Desert crossing,1154,633,17,-22.177258,29.862273
2022,1,14,11,91,1,133,Western Africa / Atlantic route to the Canary Islands,1930,536,11,-26.94029127,-55.23607685
2022,1,19,5,65,2,15,Eastern Mediterranean,630,894,16,40.882262,23.523767
2022,1,16,13,64,6,15,Horn of Africa to Yemen crossing,44,819,13,1.46452294,103.3222483
2022,1,16,13,64,7,15,Horn of Africa to Yemen crossing,1600,1143,13,1.367916366,104.2465645
2022,1,14,11,92,1,52,Darien,1387,832,11,-19.27447178,-68.63426317
2022,1,19,10,63,4,33,US-Mexico border crossing,198,483,9,48.99940555,-97.24679064
2022,1,14,11,106,1,133,Western Africa / Atlantic route to the Canary Islands,2394,727,11,8.366314192,-72.40662219
2022,1,14,11,106,1,33,Western Africa / Atlantic route to the Canary Islands,1713,940,11,-19.28005209,-68.63484544
2022,1,0,1,27,2,132,US-Mexico border crossing,434,661,2,14.95593951,-89.54122575
2022,1,26,9,88,4,33,Sahara Desert crossing,910,33,8,35.17617641,-2.935177231
2022,1,16,13,64,4,15,Sahara Desert crossing,2485,582,13,2.023621734,101.9179966
2022,1,18,14,48,1,133,Sahara Desert crossing,1461,1155,14,-26.211245,30.990034
2022,1,14,11,106,1,15,Darien,670,495,11,-35.85305014,-71.18333152
2022,1,16,13,82,1,133,Sahara Desert crossing,254,1110,13,14.08654531,99.12858445
2022,1,14,11,106,1,33,Western Africa / Atlantic route to the Canary Islands,578,440,11,-16.56481342,-69.03785951
2022,2,14,1,106,1,15,US-Mexico border crossing,2024,1010,2,11.22186887,-85.60974152
2022,2,14,11,106,6,132,Darien,177,0,11,1.064398031,-77.428354
2022,2,23,5,104,1,132,Central Mediterranean,2092,527,16,38.22195507,21.71892429
2022,2,14,11,106,1,133,Western Africa / Atlantic route to the Canary Islands,893,392,11,7.885807482,-72.520631
2022,2,14,11,21,1,33,Western Africa / Atlantic route to the Canary Islands,1388,19,11,-19.27868575,-68.627236
2022,2,14,11,106,8,15,Darien,1389,1036,11,8.579565776,-60.993585
2022,2,14,11,106,2,132,Darien,965,1012,11,0.818689912,-77.657566
2022,2,10,1,104,1,133,US-Mexico border crossing,208,284,2,18.4399756,-96.354449
2022,1,5,3,49,2,132,Horn of Africa to Yemen crossing,2449,1078,4,2.383488899,37.992706
2022,2,5,3,49,1,66,Horn of Africa to Yemen crossing,180,796,4,11.034722,42.631389
2022,2,14,11,106,1,133,Western Africa / Atlantic route to the Canary Islands,1192,1065,11,-33.43018995,-70.6605
2022,2,14,11,106,1,133,Western Africa / Atlantic route to the Canary Islands,2624,909,11,11.16154845,-72.594114
2022,2,2,1,60,1,132,US-Mexico border crossing,1647,764,2,17.65422993,-92.442101
2022,3,21,9,31,4,33,Afghanistan to Iran,1804,679,8,35.59488958,8.445268
2022,2,16,13,15,3,132,Afghanistan to Iran,41,245,13,13.77076313,102.077091
2022,3,2,1,85,2,66,US-Mexico border crossing,598,550,2,26.92092943,-101.474543
2022,3,14,11,106,1,133,Western Africa / Atlantic route to the Canary Islands,2393,722,11,7.817659786,-72.451684
2022,3,0,1,27,3,132,US-Mexico border crossing,2236,811,2,18.00529114,-94.61721
2022,3,17,13,82,6,132,Sahara Desert crossing,1279,1057,13,11.75447896,99.734023
2022,3,16,13,64,28,15,Horn of Africa to Yemen crossing,2482,1127,17,3.248823363,99.873995
2022,3,16,13,82,1,132,Sahara Desert crossing,916,312,13,13.18753886,99.833654
2022,3,5,3,49,1,133,Horn of Africa to Yemen crossing,748,508,4,12.95959734,36.15293253
2022,3,19,12,0,2,132,Afghanistan to Iran,2249,1139,15,34.12274711,71.09295845
2022,3,14,1,106,1,66,Darien,1696,406,2,8.534414905,-82.839308
2022,3,14,11,106,3,133,Darien,1868,247,11,6.267084872,-75.59933335
2022,3,14,11,21,1,133,Western Africa / Atlantic route to the Canary Islands,2018,533,11,10.44982935,-73.25941196
2022,3,14,11,106,1,66,Western Africa / Atlantic route to the Canary Islands,509,798,11,-19.27549367,-68.63420335
2022,3,26,5,95,1,15,Western Mediterranean,331,655,16,43.24873174,-1.668492
2022,4,23,5,104,1,132,Central Mediterranean,1641,570,16,40.95635593,22.627708
2022,4,21,9,104,1,33,Sahara Desert crossing,1800,190,8,34.79202335,-1.940234
2022,4,29,18,104,4,132,Syria to Türkiye,86,147,19,38.79547897,42.752788
2022,4,2,1,85,1,52,US-Mexico border crossing,1637,2,2,16.32370302,-95.226656
2022,4,14,1,37,3,132,US-Mexico border crossing,625,1,2,15.20710604,-89.25105
2022,4,10,1,104,1,133,US-Mexico border crossing,1621,5,2,18.86204066,-98.432618
2022,4,16,13,82,1,133,Sahara Desert crossing,2621,828,13,16.64981965,97.954177
2022,4,0,1,27,2,15,Caribbean to US,2004,10,2,21.56954132,-88.233528
2022,4,2,1,85,3,132,US-Mexico border crossing,1831,931,2,18.86567079,-96.853133
2022,4,23,13,104,7,15,Horn of Africa to Yemen crossing,2622,129,13,3.796393244,103.4092111
2022,4,16,13,82,7,0,Sahara Desert crossing,55,1034,13,5.228970838,100.5531264
2022,4,10,1,104,1,132,US-Mexico border crossing,275,1245,2,27.82041348,-101.1532647
2022,4,14,11,106,1,66,Western Africa / Atlantic route to the Canary Islands,1478,1067,11,-20.20811407,-70.15067347
2022,4,3,1,104,1,132,US-Mexico border crossing,1755,755,2,20.2121104,-99.61669202
2022,4,14,11,106,1,133,Darien,2526,729,11,0.837752035,-77.62158474
2022,4,16,13,15,1,132,Afghanistan to Iran,40,143,13,13.77498859,101.9922317
2022,4,13,5,80,1,0,Western Mediterranean,364,895,16,43.25080948,-2.969875
2022,4,16,13,82,2,132,Sahara Desert crossing,247,141,13,14.40311671,100.164845
2022,4,2,1,54,1,133,US-Mexico border crossing,508,496,2,20.48326962,-97.466227
2022,5,10,1,104,1,0,US-Mexico border crossing,1758,953,2,20.37768398,-101.728838
2022,4,22,5,104,1,0,Western Mediterranean,331,278,16,43.35019956,-1.7859
2022,5,16,13,82,1,132,Sahara Desert crossing,1548,136,13,11.80198353,99.752514
2022,5,16,13,82,1,132,Sahara Desert crossing,240,142,13,17.24432306,98.447198
2022,4,5,3,49,1,133,Horn of Africa to Yemen crossing,425,470,4,9.516309516,45.557167
2022,5,6,3,104,1,66,Horn of Africa to Yemen crossing,603,842,4,11.10659989,42.373748
2022,3,27,9,104,3,0,Western Africa / Atlantic route to the Canary Islands,1335,603,8,32.71552915,14.103408
2022,3,27,17,104,1,132,Sahara Desert crossing,323,603,18,18.98553305,13.031329
2022,2,27,7,104,5,132,Sahara Desert crossing,335,603,7,13.10688006,14.445103
2022,1,27,9,104,1,132,Sahara Desert crossing,2415,603,8,26.14091065,14.734655
2022,1,27,9,104,1,66,Sahara Desert crossing,2420,603,8,33.65427282,7.421188
2022,1,27,9,104,2,132,Sahara Desert crossing,163,603,8,24.61277072,14.662784
2022,5,10,1,104,4,132,US-Mexico border crossing,2550,489,2,16.81282955,-92.806562
2022,5,14,11,106,2,133,Western Africa / Atlantic route to the Canary Islands,1484,49,11,-18.30383814,-70.313275
2022,5,14,11,106,1,33,Western Africa / Atlantic route to the Canary Islands,2232,404,11,-19.40229056,-68.428256
2022,5,16,13,82,2,0,Sahara Desert crossing,217,1113,13,15.283877139615,100.22511012158
2022,5,16,13,82,67,15,Sahara Desert crossing,2591,1182,13,17.962247185449,94.070537344256
2022,6,19,5,90,2,132,Eastern Mediterranean,1616,571,16,41.06845762,24.751579
2022,5,2,1,43,2,15,US-Mexico border crossing,2102,191,2,14.96150862,-92.146592
2022,5,10,1,104,4,132,US-Mexico border crossing,1503,1203,2,16.78299385,-92.694434
2022,5,2,1,60,7,15,US-Mexico border crossing,1497,511,2,18.17068046,-94.132811
2022,5,10,1,104,6,132,US-Mexico border crossing,1640,667,2,22.27026918,-101.129386
2022,6,13,9,4,2,132,Western Mediterranean,1807,88,8,36.6981326,3.207709
2022,5,14,11,37,8,0,Darien,1179,1100,11,-20.24866595,-70.106344
2022,6,0,1,59,1,66,Darien,1310,764,2,14.07381017,-85.999925
2022,6,0,1,27,1,133,US-Mexico border crossing,2206,204,2,14.87065438,-92.287888
2022,3,0,1,27,1,66,Darien,855,203,2,13.86139462,-86.55353
2022,5,5,3,49,1,133,Horn of Africa to Yemen crossing,605,562,4,11.10527337,42.374821
2022,1,26,9,56,1,33,Western Mediterranean,2455,597,8,35.7072592,-0.638275
2022,3,26,9,76,1,133,Sahara Desert crossing,2430,597,8,36.75530666,3.058526
2022,6,23,9,104,1,52,Sahara Desert crossing,1803,79,8,31.32431725,15.200359
2022,6,14,1,106,2,66,US-Mexico border crossing,621,932,2,15.14518444,-92.467337
2022,6,14,11,106,1,133,Darien Gap,1402,535,11,11.22086376,-74.159847
2022,6,16,13,64,7,15,Horn of Africa to Yemen crossing,1590,90,13,1.205677,104.073542
2022,6,26,5,56,1,15,Western Mediterranean,743,1072,20,43.2603628,-1.678618032
2022,7,19,12,97,1,66,Sahara Desert crossing,181,1146,15,9.927986347,78.129474
2022,6,5,3,49,1,33,Horn of Africa to Yemen crossing,462,469,4,8.95,46.433333
2022,6,14,11,106,1,133,Darien Gap,1697,150,11,-18.47952921,-70.310673
2022,6,14,1,106,1,66,US-Mexico border crossing,42,764,2,14.08924792,-87.197252
2022,6,10,1,104,3,15,US-Mexico border crossing,1469,370,2,16.02928897,-94.048248
2022,6,5,3,49,1,52,Horn of Africa to Yemen crossing,605,562,4,11.107169,42.360709
2022,6,5,3,49,1,66,Horn of Africa to Yemen crossing,754,562,4,11.717483,41.837055
2022,6,5,3,49,1,33,Horn of Africa to Yemen crossing,847,562,4,11.309535,42.929851
2022,7,14,11,106,1,33,Western Africa / Atlantic route to the Canary Islands,465,252,11,-19.28245812,-68.633279
2022,7,14,11,106,1,133,Darien,416,286,11,1.197467944,-77.278662
2022,7,16,13,82,2,132,Sahara Desert crossing,2538,825,13,10.62460568,99.112142
2022,7,13,9,99,9,132,Sahara Desert crossing,75,1234,8,23.36665841,32.160709
2022,7,13,9,39,6,132,Sahara Desert crossing,2111,234,8,31.59200938,20.185279
2022,7,14,1,86,16,132,US-Mexico border crossing,1639,251,2,13.24976968,-86.35803
2022,3,13,9,39,1,0,Afghanistan to Iran,1311,587,8,31.577463,25.067267
2022,8,23,5,104,3,132,Western Balkans,20,1232,6,46.609731,19.466796
2022,8,16,13,64,1,15,Sahara Desert crossing,2541,820,13,3.228199546,100.7268416
2022,7,23,5,104,1,132,Eastern Mediterranean,1636,526,16,40.86274717,25.89885
2022,8,10,1,104,1,0,US-Mexico border crossing,1652,758,2,18.126332,-94.478006
2022,8,23,5,104,3,0,Eastern Mediterranean,1653,294,16,41.134038,24.137908
2022,7,10,1,104,1,132,US-Mexico border crossing,429,644,2,18.09090758,-95.889095
2022,7,10,1,104,1,132,US-Mexico border crossing,430,952,2,20.45465183,-101.542271
2022,8,10,1,104,1,52,US-Mexico border crossing,662,1005,2,13.44656446,-86.724626
2022,8,2,1,54,1,132,US-Mexico border crossing,87,706,2,16.55973556,-92.807452
2022,8,28,5,41,3,132,Central Mediterranean,1009,41,20,48.07163147,17.07044753
2022,8,14,1,28,8,132,US-Mexico border crossing,727,160,2,18.72890154,-97.41230487
2022,8,16,13,82,3,132,Sahara Desert crossing,172,975,13,8.058172148,99.89279446
2022,8,15,1,104,1,52,US-Mexico border crossing,54,936,2,20.515906,-100.902326
2022,8,4,5,69,14,132,Eastern Mediterranean,1174,673,6,53.129278,47.413722
2022,8,2,1,54,1,0,US-Mexico border crossing,1793,672,2,19.040736,-98.077905
2022,8,14,1,106,1,0,US-Mexico border crossing,1157,645,2,16.787201,-95.066867
2022,8,0,1,27,1,132,US-Mexico border crossing,189,1204,2,18.78552323,-96.514013
2022,8,14,11,106,1,133,Western Africa / Atlantic route to the Canary Islands,1136,1024,11,28.615181,-72.484262
2022,8,2,1,85,5,52,US-Mexico border crossing,2481,1108,2,18.432935,-95.508878
2022,7,2,1,85,1,52,US-Mexico border crossing,2457,1109,2,16.358606,-94.465623
2022,8,29,5,104,1,33,Central Mediterranean,745,654,16,45.44494434,9.557405
2022,8,16,13,82,4,132,Sahara Desert crossing,823,140,13,15.15067925,98.445619
2022,8,2,1,60,1,133,US-Mexico border crossing,2603,1062,2,15.6573485,-88.999973
2022,9,19,12,0,1,133,Afghanistan to Iran,195,472,15,30.94999841,66.433414
2022,8,14,1,21,1,133,US-Mexico border crossing,2571,1116,2,22.77858863,-102.620059
2022,7,14,11,106,1,132,Darien,2023,403,11,-33.42857548,-70.664554
2022,8,14,10,37,1,33,US-Mexico border crossing,1530,453,9,36.95933519,-116.371791
2022,9,5,14,49,1,66,Horn of Africa to Yemen crossing,1048,903,14,-15.32483122,28.448918
2022,9,2,1,43,1,0,US-Mexico border crossing,793,367,2,25.682791,-100.30876
2022,8,14,1,106,1,66,Darien,683,407,2,8.499912,-77.96646
2022,9,14,1,106,1,33,US-Mexico border crossing,48,897,2,14.6739,-92.14915
2022,9,7,13,20,20,15,Comoros to Mayotte,963,165,5,10.258363,103.151392
2022,8,23,5,104,1,52,Central Mediterranean,2075,608,16,46.384034,15.580949
2022,9,7,4,20,1,15,Horn of Africa to Yemen crossing,1501,521,5,22.196594,114.298888
2022,9,0,0,27,6,15,Caribbean to US,463,200,17,23.06110581,-80.067489
2022,9,7,13,20,11,15,Horn of Africa to Yemen crossing,1035,1029,13,10.25,103.16
2022,9,28,18,98,1,52,Türkiye-Europe land route,1811,1163,19,38.67804041,26.748759
2022,9,14,11,106,1,132,Darien,256,387,11,7.545229261,-71.87472
2022,9,15,1,104,1,15,US-Mexico border crossing,1717,912,2,15.900628,-86.023686
